Churn,customer_SeniorCitizen,customer_tenure,account_Charges_Monthly,account_Charges_Total,customer_gender_Male,customer_Partner_Yes,customer_Dependents_Yes,phone_PhoneService_Yes,phone_MultipleLines_No phone service,phone_MultipleLines_Yes,internet_InternetService_Fiber optic,internet_InternetService_No,internet_OnlineSecurity_No internet service,internet_OnlineSecurity_Yes,internet_OnlineBackup_No internet service,internet_OnlineBackup_Yes,internet_DeviceProtection_No internet service,internet_DeviceProtection_Yes,internet_TechSupport_No internet service,internet_TechSupport_Yes,internet_StreamingTV_No internet service,internet_StreamingTV_Yes,internet_StreamingMovies_No internet service,internet_StreamingMovies_Yes,account_Contract_One year,account_Contract_Two year,account_PaperlessBilling_Yes,account_PaymentMethod_Credit card (automatic),account_PaymentMethod_Electronic check,account_PaymentMethod_Mailed check
1,1,0.5555555555555556,0.37363184079601985,0.24287836219602066,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,1,0.15277777777777776,0.5666666666666667,0.08927091009579957,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,0,0.06944444444444445,0.7388059701492538,0.05212555268975682,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False
0,0,0.013888888888888888,0.014925373134328346,0.0022740880619012533,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,0,0.2777777777777778,0.014427860696517386,0.04555084745762713,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,0.1111111111111111,0.013930348258706454,0.0195456429624171,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,0,0.013888888888888888,0.5577114427860697,0.008555176860722182,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0,1,1.0,0.9293532338308458,0.9146382184966839,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,0.08333333333333333,0.7238805970149254,0.061141304347826095,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1,1,0.5555555555555556,0.8318407960199005,0.4705116985998527,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,0,0.3194444444444444,0.5512437810945274,0.18915231208548272,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0.41666666666666663,0.763681592039801,0.32843588798820933,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False
0,0,0.40277777777777773,0.5746268656716418,0.25507207995578485,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,0,0.8194444444444444,0.25920398009950246,0.30705946020633756,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,1,0.5694444444444444,0.6517412935323383,0.376928656963891,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,1,0.8055555555555555,0.7915422885572139,0.6285464259395727,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,False
0,0,0.013888888888888888,0.023880597014925342,0.002377717391304348,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,0,0.05555555555555555,0.2641791044776119,0.01953412859248342,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0.8472222222222222,0.06716417910447761,0.1725255619012528,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
1,0,0.1388888888888889,0.5149253731343283,0.08520633750921151,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0.5416666666666666,0.2945273631840796,0.2172070744288873,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
1,0,0.4305555555555555,0.012935323383084563,0.07587394067796611,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,0,0.027777777777777776,0.16766169154228855,0.007916129329403096,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0,0.4305555555555555,0.6074626865671642,0.2860169491525424,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
1,0,0.05555555555555555,0.2616915422885572,0.020069546794399415,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.4583333333333333,0.7203980099502488,0.3442336035372145,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0,0.05555555555555555,0.021393034825870627,0.009758428518791454,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0,0.4444444444444444,0.5507462686567164,0.2667706798084009,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
0,1,1.0,0.9208955223880596,0.9075914240972736,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,0,0.15277777777777776,0.5169154228855721,0.08751496868091378,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0.3194444444444444,0.682089552238806,0.22750667833456156,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
1,0,0.08333333333333333,0.7950248756218906,0.06533829218865145,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
1,1,0.013888888888888888,0.5104477611940298,0.008008244288872514,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0.20833333333333331,0.7706467661691543,0.1670850221075903,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0,0,1.0,0.07462686567164178,0.21465088430361093,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0,0.4861111111111111,0.06019900497512437,0.09460206337509212,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,0,0.6944444444444444,0.36467661691542286,0.30099714443625647,True,True,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1,0,0.013888888888888888,0.6094527363184079,0.009153924097273398,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1,1,0.027777777777777776,0.5691542288557214,0.018238761974944735,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0.5694444444444444,0.5990049751243781,0.35999101879145173,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
0,1,0.4583333333333333,0.36169154228855727,0.20768469049373622,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,0,0.5277777777777778,0.8059701492537313,0.4349150239498895,True,False,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0,1,0.8333333333333333,0.8567164179104477,0.7299477247605012,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,0,0.3472222222222222,0.3666666666666667,0.16881217759764186,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
0,0,0.0,0.01741293532338306,0.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,0,0.9722222222222222,0.8233830845771145,0.8158506816507002,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
0,0,0.8333333333333333,0.9074626865671641,0.7568222641857039,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,0.4722222222222222,0.45721393034825875,0.24252717391304354,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
0,0,0.375,0.5756218905472636,0.24104182019159917,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0.8333333333333333,0.023383084577114438,0.12585206337509214,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
1,1,0.2361111111111111,0.5791044776119403,0.14201823876197497,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,0.986111111111111,0.7507462686567165,0.7582615604274136,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
0,0,0.7777777777777777,0.845273631840796,0.6763253039793663,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False
1,0,0.8472222222222222,0.7547263681592039,0.6492147199705234,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False
0,0,0.20833333333333331,0.11890547263681589,0.05407723839351511,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0.9722222222222222,0.46069651741293527,0.5187108511422255,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0.013888888888888888,0.06417910447761191,0.002844049373618276,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0.5833333333333333,0.4522388059701493,0.31818234156226977,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False
0,0,0.013888888888888888,0.01691542288557213,0.0022971168017686073,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,1,0.027777777777777776,0.6547263681592039,0.021422485261606488,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0,1.0,0.024378109452736302,0.17180591378039795,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,0,0.7222222222222222,0.5686567164179105,0.4450822126013265,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False,True
0,0,0.7916666666666666,0.3502487562189055,0.35153371407516587,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0.09722222222222221,0.01243781094527363,0.014807479734708919,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0,0.6527777777777778,0.7616915422885572,0.5222745486366988,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0,0,0.9027777777777777,0.863681592039801,0.7765578942520266,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False
0,0,1.0,0.05024875621890548,0.18689549557848198,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0.9444444444444444,0.05870646766169152,0.17258313375092116,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
1,0,0.013888888888888888,0.057711442786069655,0.002769205969049374,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,0,0.05555555555555555,0.5169154228855721,0.02739844325718497,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,0.5138888888888888,0.808457711442786,0.4331705969049374,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0,1.0,0.0288557213930348,0.16343496683861464,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,1,0.6666666666666666,0.7243781094527363,0.5032643238761976,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
1,0,0.09722222222222221,0.5049751243781094,0.05836634119380988,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0.013888888888888888,0.012935323383084563,0.002251059322033899,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,0,0.4861111111111111,0.5492537313432836,0.3064088983050848,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,False
0,0,0.611111111111111,0.8144278606965173,0.5041394159911571,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0.5138888888888888,0.27014925373134324,0.18343542741341196,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
0,0,0.9027777777777777,0.42885572139303485,0.4460782056005896,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0.8194444444444444,0.4701492537313433,0.4376957442888726,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
0,0,0.3055555555555555,0.3218905472636816,0.12358373249815771,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.013888888888888888,0.5194029850746269,0.00811187361827561,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
0,0,0.75,0.12089552238805967,0.18668823691967576,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0.611111111111111,0.9278606965174129,0.5659485537951364,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.08333333333333333,0.01840796019900498,0.011554670228445101,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,0,0.6944444444444444,0.014925373134328346,0.11388287582903464,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,0,0.18055555555555555,0.010447761194029848,0.029897061532792927,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
1,0,0.041666666666666664,0.06467661691542287,0.007708870670596907,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0.013888888888888888,0.020895522388059695,0.0023431742815033167,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0.375,0.014427860696517386,0.05864268607221814,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0,0.986111111111111,0.9059701492537312,0.8961461403831984,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0.19444444444444442,0.26218905472636816,0.07383589719970524,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0.4305555555555555,0.827363184079602,0.3619714904200443,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.2777777777777778,0.7791044776119402,0.21896301584377306,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0.16666666666666666,0.254228855721393,0.062286984156226986,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0.5555555555555556,0.21890547263681592,0.18009050294767873,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,0,0.08333333333333333,0.12189054726368159,0.02403049005158438,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,0,1.0,0.015422885572139305,0.16288803426676496,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,0,0.013888888888888888,0.30597014925373134,0.005642041267501843,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1,0,0.05555555555555555,0.5154228855721392,0.030731853352984527,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,0,0.013888888888888888,0.5860696517412936,0.008883336403831984,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0.8888888888888888,0.5756218905472636,0.5548544583640385,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False
1,0,0.16666666666666666,0.8149253731343283,0.134061809137804,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1,0,0.05555555555555555,0.6243781094527363,0.03924672991893884,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,1,0.986111111111111,0.8880597014925372,0.88816668201916,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.8888888888888888,0.012935323383084563,0.1427954587324982,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,0,0.4583333333333333,0.5422885572139303,0.28180844694178336,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
1,0,0.013888888888888888,0.5164179104477612,0.008077330508474577,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,0.041666666666666664,0.025870646766169153,0.008290346352247607,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0.9722222222222222,0.8308457711442786,0.8139853537214445,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,0,0.7083333333333333,0.3124378109452736,0.29400216470154755,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,0,0.05555555555555555,0.3248756218905472,0.02597641857037583,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0.9305555555555555,0.011442786069651711,0.147867538688283,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,0,0.9444444444444444,0.9303482587064676,0.8648788688282979,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,0.861111111111111,0.05373134328358206,0.16312983603537218,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,1,0.9166666666666666,0.8139303482587064,0.7912559874723656,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
1,1,0.736111111111111,0.4159203980099502,0.3718738485630067,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
1,1,0.013888888888888888,0.5109452736318407,0.008014001473839351,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,0.05555555555555555,0.3014925373134328,0.023143883566691233,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.8888888888888888,0.6572139303482587,0.6090007829771555,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False
0,0,0.041666666666666664,0.2771144278606965,0.014985952468680917,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,0.986111111111111,0.3800995024875622,0.4588879421518055,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,0,0.027777777777777776,0.013930348258706454,0.004467575534266765,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
1,0,0.375,0.6094527363184079,0.25107659358879886,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
1,1,0.125,0.6646766169154228,0.08595477155490053,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0,0.5,0.019900497512437804,0.08266741893883568,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,0,0.09722222222222221,0.7562189054726368,0.07703113485630067,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.9027777777777777,0.5761194029850747,0.567606623065586,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
0,0,0.4583333333333333,0.011940298507462671,0.06911500552689757,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0.75,0.8930348258706468,0.6633025515843773,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,False
0,0,0.013888888888888888,0.01641791044776117,0.0022913596168017687,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
1,1,0.20833333333333331,0.5592039800995025,0.13192013633014005,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0.05555555555555555,0.8154228855721393,0.04838338246131172,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,1,0.3611111111111111,0.663681592039801,0.2498330416359617,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0,0.1388888888888889,0.7024875621890546,0.10702031134856303,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,0,0.9305555555555555,0.9258706467661691,0.8615166728076641,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
1,1,0.1388888888888889,0.7671641791044775,0.1034393422991894,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.8333333333333333,0.5840796019900497,0.5232072126013265,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0.9027777777777777,0.06517412935323383,0.18433930545320562,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0,1.0,0.8621890547263681,0.8704345523212971,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,1,0.3611111111111111,0.7945273631840796,0.2890912859248342,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
1,0,0.1111111111111111,0.014925373134328346,0.016695836403831984,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0,0.013888888888888888,0.021890547263681587,0.0023546886514369935,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0.6666666666666666,0.8139303482587064,0.5566046425939574,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0.5694444444444444,0.6273631840796019,0.3673832442888726,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,0,0.013888888888888888,0.06865671641791044,0.002895864038319823,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,0.08333333333333333,0.7248756218905472,0.052424926308032437,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.013888888888888888,0.26368159203980096,0.005152680545320561,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0.5138888888888888,0.7019900497512437,0.38464328481945476,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,1,0.7777777777777777,0.917910447761194,0.7069247420781136,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
0,0,0.09722222222222221,0.01641791044776117,0.019937131540162127,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,0,0.05555555555555555,0.617412935323383,0.03732958732498158,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,1,0.986111111111111,0.8099502487562189,0.8003811256448048,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
0,1,0.8055555555555555,0.8024875621890547,0.6656111827560797,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0,0.736111111111111,0.013930348258706454,0.11261053795136332,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,1,0.4305555555555555,0.708457711442786,0.3232832074428888,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0,0.013888888888888888,0.020398009950248763,0.002337417096536478,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0,0.08333333333333333,0.372636815920398,0.03864798268238762,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,0.6805555555555555,0.47661691542288565,0.3683446941783346,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False
0,0,0.1111111111111111,0.39751243781094525,0.054031180913780404,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0,1,0.3055555555555555,0.01791044776119402,0.04801492262343405,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1,0,0.40277777777777773,0.6587064676616915,0.28407102063375095,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0.8472222222222222,0.1527363184079602,0.2437822402358143,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,1,0.41666666666666663,0.7308457711442786,0.31758359432571853,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0.3472222222222222,0.7049751243781094,0.2727063375092115,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
